team_id,team,club,primary_league,grade,division,matches,rr_matches,ppg,gf_per_match,ga_per_match,gd_per_match,ladder_pos,ladder_teams,players_used,borrowed_in_apps,borrowed_in_players,gf,ga,avg_possession_pct,team_xg_per_match,team_xga_per_match,team_xgd_per_match
2KpvXX0bmY,Salisbury Villa Soccer Club All Age Men (Sat) Division Two,Salisbury Villa Soccer Club,Sportal Saturday Division Two,SEN,SAASL,18,18,0.11,0.56,4.72,-4.17,10,10,27,51,10,10,85,,,,
Ome0aP2ed0,South Coast United Soccer Club All Age Men (Sat) Premier A,South Coast United Soccer Club,Sportal Saturday Premier A,SEN,SAASL,18,18,2.22,3.33,0.94,2.39,1,10,25,7,3,60,17,,,,
PmjnvqP9mZ,Modbury Jets AFC All Age Men (Sat) Premier A,Modbury Jets AFC,Sportal Saturday Premier A,SEN,SAASL,18,18,2.06,3.17,1.89,1.28,2,10,28,21,7,57,34,,,,
emA1zM5MmB,BOSA All Age Men (Sat) Premier A,BOSA,Sportal Saturday Premier A,SEN,SAASL,18,18,1.72,2.28,1.83,0.44,3,10,30,48,8,41,33,,,,
EN2OL3WlKq,Old Ignatians Soccer Club All Age Men (Sat) Premier A,Old Ignatians Soccer Club,Sportal Saturday Premier A,SEN,SAASL,18,18,1.44,2.11,2.06,0.06,4,10,33,54,13,38,37,,,,
1K3YAoJOmQ,Croydon Cougars Sports & Social Club All Age Men (Sat) Premier A,Croydon Cougars Sports & Social Club,Sportal Saturday Premier A,SEN,SAASL,18,18,1.39,2.28,2.83,-0.56,5,10,29,36,10,41,51,,,,
Ome0aajbd0,Sturt Marion Thunder Soccer Club All Age Men (Sat) Premier A,Sturt Marion Thunder Soccer Club,Sportal Saturday Premier A,SEN,SAASL,18,18,1.33,1.89,2.28,-0.39,6,10,31,29,9,34,41,,,,
pmvzZVYymv,Messinian Association Hawks All Age Men (Sat) Premier A,Messinian Association Hawks,Sportal Saturday Premier A,SEN,SAASL,18,18,1.17,1.78,2.61,-0.83,7,10,40,71,15,32,47,,,,
pN6Oybg7K0,Pitbulls Football Club All Age Men (Sat) Premier A,Pitbulls Football Club,Sportal Saturday Premier A,SEN,SAASL,18,18,1.11,1.39,1.83,-0.44,8,10,36,61,15,25,33,,,,
BdD1vwQQmb,St Peters Old Collegians Soccer Club All Age Men (Sat) Premier A,St Peters Old Collegians Soccer Club,Sportal Saturday Premier A,SEN,SAASL,18,18,1.06,1.89,2.11,-0.22,9,10,34,142,18,34,38,,,,
8NOD0VDzKZ,Adelaide Pumas Soccer Club All Age Men (Sat) Premier A,Adelaide Pumas Soccer Club,Sportal Saturday Premier A,SEN,SAASL,18,18,0.83,1.39,3.11,-1.72,10,10,30,107,16,25,56,,,,
gdMvelwpmE,Modbury Jets AFC All Age Men (Sat) Premier B,Modbury Jets AFC,Sportal Saturday Premier B,SEN,SAASL,18,18,2.61,3.06,0.94,2.11,1,10,33,81,16,55,17,,,,
Ome0aPled0,Messinian Association Hawks All Age Men (Sat) Premier B,Messinian Association Hawks,Sportal Saturday Premier B,SEN,SAASL,18,18,2.5,4.39,1.94,2.44,2,10,40,97,18,79,35,,,,
pmvzZV1ymv,BOSA All Age Men (Sat) Premier B,BOSA,Sportal Saturday Premier B,SEN,SAASL,17,17,2.35,5.0,1.88,3.12,3,10,40,106,23,85,32,,,,
8NOD0YJ7KZ,St Peters Old Collegians Soccer Club All Age Men (Sat) Premier B,St Peters Old Collegians Soccer Club,Sportal Saturday Premier B,SEN,SAASL,18,18,1.94,3.33,1.83,1.5,4,10,38,112,22,60,33,,,,
8NOD0YgWKZ,Old Ignatians Soccer Club All Age Men (Sat) Premier B,Old Ignatians Soccer Club,Sportal Saturday Premier B,SEN,SAASL,18,18,1.33,2.94,2.28,0.67,5,10,40,80,18,53,41,,,,
vmZwggnRNq,Sturt Marion Thunder Soccer Club All Age Men (Sat) Premier B,Sturt Marion Thunder Soccer Club,Sportal Saturday Premier B,SEN,SAASL,18,18,1.28,1.83,1.94,-0.11,6,10,43,168,30,33,35,,,,
2KpvX4GzmY,Pitbulls Football Club All Age Men (Sat) Premier B,Pitbulls Football Club,Sportal Saturday Premier B,SEN,SAASL,18,18,1.17,2.44,1.56,0.89,7,10,38,105,20,44,28,,,,
4KLn9kjGmq,South Coast United Soccer Club All Age Men (Sat) Premier B,South Coast United Soccer Club,Sportal Saturday Premier B,SEN,SAASL,18,18,0.67,2.67,4.17,-1.5,8,10,35,99,13,48,75,,,,
vmZwgGrBNq,Croydon Cougars Sports & Social Club All Age Men (Sat) Premier B,Croydon Cougars Sports & Social Club,Sportal Saturday Premier B,SEN,SAASL,18,18,0.39,0.83,6.83,-6.0,9,10,32,33,7,15,123,,,,
2KpvX4abmY,Adelaide Pumas Soccer Club All Age Men (Sat) Premier B,Adelaide Pumas Soccer Club,Sportal Saturday Premier B,SEN,SAASL,17,17,0.24,1.47,4.59,-3.12,10,10,42,94,23,25,78,,,,
nmYyAxP1mz,BOSA All Age Men (Sat) Premier C,BOSA,Sportal Saturday Premier C,SEN,SAASL,16,16,2.69,3.75,0.5,3.25,1,10,34,76,18,60,8,,,,
vmZwgjelNq,Modbury Jets AFC All Age Men (Sat) Premier C,Modbury Jets AFC,Sportal Saturday Premier C,SEN,SAASL,16,16,2.31,3.5,0.75,2.75,2,10,32,29,11,56,12,,,,
pmvzZY15mv,St Peters Old Collegians Soccer Club All Age Men (Sat) Premier C,St Peters Old Collegians Soccer Club,Sportal Saturday Premier C,SEN,SAASL,16,16,1.69,1.62,1.31,0.31,3,10,36,54,15,26,21,,,,
pN6OybvQK0,Sturt Marion Thunder Soccer Club All Age Men (Sat) Premier C,Sturt Marion Thunder Soccer Club,Sportal Saturday Premier C,SEN,SAASL,16,16,1.38,2.25,1.69,0.56,4,10,37,75,19,36,27,,,,
gdMvelGBmE,Old Ignatians Soccer Club All Age Men (Sat) Premier C,Old Ignatians Soccer Club,Sportal Saturday Premier C,SEN,SAASL,16,16,1.19,1.44,1.69,-0.25,5,10,39,35,14,23,27,,,,
1K3YALJOmQ,Pitbulls Football Club All Age Men (Sat) Premier C,Pitbulls Football Club,Sportal Saturday Premier C,SEN,SAASL,16,16,1.25,1.25,1.69,-0.44,6,10,45,104,26,20,27,,,,
4KLn9kV2mq,Adelaide Pumas Soccer Club All Age Men (Sat) Premier C,Adelaide Pumas Soccer Club,Sportal Saturday Premier C,SEN,SAASL,16,16,1.12,1.0,2.19,-1.19,7,10,32,40,9,16,35,,,,
pmvzZZXomv,Messinian Association Hawks All Age Men (Sat) Premier C,Messinian Association Hawks,Sportal Saturday Premier C,SEN,SAASL,16,16,0.56,1.0,2.75,-1.75,8,10,47,92,29,16,44,,,,
pmvzZVMomv,South Coast United Soccer Club All Age Men (Sat) Premier C,South Coast United Soccer Club,Sportal Saturday Premier C,SEN,SAASL,16,16,0.44,0.69,3.94,-3.25,9,10,30,54,9,11,63,,,,
nmYyAxyYmz,Southern Knights Football Club All Age Men (Sun) Division Two,Southern Knights Football Club,Sportal Sunday Division Two,SEN,SAASL,18,18,2.28,2.67,0.89,1.78,1,10,29,16,6,48,16,,,,
nmYyAPxamz,Adelaide Eagles Soccer Club All Age Men (Sun) Division Two,Adelaide Eagles Soccer Club,Sportal Sunday Division Two,SEN,SAASL,18,18,2.11,2.83,1.61,1.22,2,10,35,80,15,51,29,,,,
nmYyA643mz,Parafield Gardens Soccer Club All Age Men (Sun) Division Two,Parafield Gardens Soccer Club,Sportal Sunday Division Two,SEN,SAASL,18,18,2.11,2.06,1.44,0.61,3,10,33,22,10,37,26,,,,
Ome0a1r0d0,Elizabeth Vale Soccer Club All Age Men (Sun) Division Two,Elizabeth Vale Soccer Club,Sportal Sunday Division Two,SEN,SAASL,18,18,2.06,2.5,1.28,1.22,4,10,32,67,8,45,23,,,,
gdMvelv1mE,Salisbury Inter Soccer Club All Age Men (Sun) Division Two,Salisbury Inter Soccer Club,Sportal Sunday Division Two,SEN,SAASL,18,18,1.22,2.06,2.17,-0.11,5,10,36,57,14,37,39,,,,
emA1zMebmB,AC Unito Adelaide All Age Men (Sun) Division Two,AC Unito Adelaide,Sportal Sunday Division Two,SEN,SAASL,18,18,1.22,2.0,2.22,-0.22,6,10,36,75,15,36,40,,,,
pmvzZYz8mv,Adelaide Khukuri All Age Men (Sun) Division Two,Adelaide Khukuri,Sportal Sunday Division Two,SEN,SAASL,18,18,1.17,2.11,3.17,-1.06,7,10,37,77,17,38,57,,,,
ld4OgPbOKW,Seaford Rangers All Age Men (Sun) Division Two,Seaford Rangers,Sportal Sunday Division Two,SEN,SAASL,18,18,1.11,2.0,2.33,-0.33,8,10,30,25,10,36,42,,,,
jmaV1a33NR,Athelstone Soccer Club All Age Men (Sun) Division Two,Athelstone Soccer Club,Sportal Sunday Division Two,SEN,SAASL,18,18,1.0,2.11,2.56,-0.44,9,10,29,35,12,38,46,,,,
MNGolV3QNA,Munno Para All Age Men (Sun) Division Two,Munno Para,Sportal Sunday Division Two,SEN,SAASL,18,18,0.11,1.17,3.83,-2.67,10,10,41,89,19,21,69,,,,
Ome0azR6d0,Para Hills West Soccer Club All Age Men (Sun) Premier A,Para Hills West Soccer Club,Sportal Sunday Premier A,SEN,SAASL,16,16,2.25,3.31,1.12,2.19,1,9,29,21,7,53,18,,,,
lNb387EoKx,Para Hills East All Age Men (Sun) Premier A,Para Hills East,Sportal Sunday Premier A,SEN,SAASL,16,16,2.06,2.44,1.06,1.38,2,9,32,21,6,39,17,,,,
ld4OgEEAKW,Modbury Soccer Club All Age Men (Sun) Premier A,Modbury Soccer Club,Sportal Sunday Premier A,SEN,SAASL,16,16,1.88,2.31,1.31,1.0,3,9,24,10,2,37,21,,,,
jmaV1gX0NR,Tea Tree Gully All Age Men (Sun) Premier A,Tea Tree Gully,Sportal Sunday Premier A,SEN,SAASL,16,16,1.88,2.31,1.5,0.81,4,9,25,31,7,37,24,,,,
pN6OyoWOK0,Ingle Farm All Age Men (Sun) Premier A,Ingle Farm,Sportal Sunday Premier A,SEN,SAASL,16,16,1.5,1.81,1.75,0.06,5,9,36,73,14,29,28,,,,
nmYyAoQrmz,Savoy Soccer Club All Age Men (Sun) Premier A,Savoy Soccer Club,Sportal Sunday Premier A,SEN,SAASL,16,16,1.12,1.88,2.56,-0.69,6,9,29,68,10,30,41,,,,
jdyexR4Ad5,W A Raptors Soccer Club All Age Men (Sun) Premier A,W A Raptors Soccer Club,Sportal Sunday Premier A,SEN,SAASL,16,16,1.06,1.38,2.75,-1.38,7,9,32,42,9,22,44,,,,
BdD1vwkGmb,West Beach Football Club All Age Men (Sun) Premier A,West Beach Football Club,Sportal Sunday Premier A,SEN,SAASL,16,16,0.69,1.06,2.19,-1.12,8,9,32,14,4,17,35,,,,
Pmjnv9r3mZ,Para Hills United Soccer Club All Age Men (Sun) Premier A,Para Hills United Soccer Club,Sportal Sunday Premier A,SEN,SAASL,16,16,0.25,0.88,3.12,-2.25,9,9,32,96,17,14,50,,,,
Ome0R64jd0,Tea Tree Gully All Age Men (Sun) Premier B,Tea Tree Gully,Sportal Sunday Premier B,SEN,SAASL,16,16,2.62,4.62,1.25,3.38,1,9,35,68,18,74,20,,,,
BdD1vXO1mb,Para Hills West Soccer Club All Age Men (Sun) Premier B,Para Hills West Soccer Club,Sportal Sunday Premier B,SEN,SAASL,16,16,2.25,2.94,0.5,2.44,2,9,34,92,21,47,8,,,,
EN2OL3neKq,West Beach Football Club All Age Men (Sun) Premier B,West Beach Football Club,Sportal Sunday Premier B,SEN,SAASL,16,16,2.19,2.62,1.12,1.5,3,9,42,6,6,42,18,,,,
1K3YAobYmQ,W A Raptors Soccer Club All Age Men (Sun) Premier B,W A Raptors Soccer Club,Sportal Sunday Premier B,SEN,SAASL,16,16,1.38,2.06,1.75,0.31,4,9,37,69,18,33,28,,,,
ld4OgEP2KW,Ingle Farm All Age Men (Sun) Premier B,Ingle Farm,Sportal Sunday Premier B,SEN,SAASL,16,16,1.38,1.94,1.69,0.25,5,9,40,158,25,31,27,,,,
am1qB7vzmw,Modbury Soccer Club All Age Men (Sun) Premier B,Modbury Soccer Club,Sportal Sunday Premier B,SEN,SAASL,16,16,1.25,1.69,2.56,-0.88,6,9,35,85,21,27,41,,,,
8NOD0b0WKZ,Para Hills East All Age Men (Sun) Premier B,Para Hills East,Sportal Sunday Premier B,SEN,SAASL,16,16,1.12,1.5,2.25,-0.75,7,9,36,37,10,24,36,,,,
2KpvXoezmY,Savoy Soccer Club All Age Men (Sun) Premier B,Savoy Soccer Club,Sportal Sunday Premier B,SEN,SAASL,16,16,0.5,0.75,4.25,-3.5,8,9,39,65,17,12,68,,,,
lNb38vL3Kx,Para Hills United Soccer Club All Age Men (Sun) Premier B,Para Hills United Soccer Club,Sportal Sunday Premier B,SEN,SAASL,16,16,0.25,0.44,3.19,-2.75,9,9,39,152,24,7,51,,,,
4KLn9o9Gmq,Tea Tree Gully All Age Men (Sun) Premier C 1,Tea Tree Gully,Sportal Sunday Premier C,SEN,SAASL,18,18,2.56,5.44,0.72,4.72,1,10,39,79,21,98,13,,,,
jdyex96Ed5,Para Hills West Soccer Club All Age Men (Sun) Premier C,Para Hills West Soccer Club,Sportal Sunday Premier C,SEN,SAASL,18,18,2.33,3.78,1.17,2.61,2,10,33,51,11,68,21,,,,
Pmjnvl1ZmZ,West Beach Football Club All Age Men (Sun) Premier C,West Beach Football Club,Sportal Sunday Premier C,SEN,SAASL,18,18,1.94,2.78,1.94,0.83,3,10,36,22,10,50,35,,,,
ld4OgQ40KW,Ingle Farm All Age Men (Sun) Premier C,Ingle Farm,Sportal Sunday Premier C,SEN,SAASL,18,18,1.5,1.83,2.39,-0.56,4,10,51,95,29,33,43,,,,
Pmrk90npNo,W A Raptors Soccer Club All Age Men (Sun) Premier C,W A Raptors Soccer Club,Sportal Sunday Premier C,SEN,SAASL,18,18,1.44,2.61,2.28,0.33,5,10,52,97,29,47,41,,,,
pN6OWJBDK0,Modbury Soccer Club All Age Men (Sun) Premier C,Modbury Soccer Club,Sportal Sunday Premier C,SEN,SAASL,18,18,1.39,2.72,2.06,0.67,6,10,36,22,9,49,37,,,,
jmaV1nWMNR,Para Hills East All Age Men (Sun) Premier C,Para Hills East,Sportal Sunday Premier C,SEN,SAASL,18,18,1.39,1.33,2.06,-0.72,7,10,28,27,6,24,37,,,,
8NOD8lPzKZ,Savoy Soccer Club All Age Men (Sun) Premier C,Savoy Soccer Club,Sportal Sunday Premier C,SEN,SAASL,18,18,0.83,0.83,2.33,-1.5,8,10,30,0,0,15,42,,,,
