team_id,team,club,primary_league,grade,division,matches,rr_matches,ppg,gf_per_match,ga_per_match,gd_per_match,ladder_pos,ladder_teams,players_used,borrowed_in_apps,borrowed_in_players,gf,ga,avg_possession_pct,team_xg_per_match,team_xga_per_match,team_xgd_per_match
emA12xV1mB,Playford City Men's Reserves NPL,Playford City,RAA NPL Reserves,RES,NPL,22,22,0.45,1.27,4.73,-3.45,12,12,38,192,27,28,104,,,,
1K3YaO1RmQ,Adelaide City Senior Men's NPL,Adelaide City,RAA NPL,SEN,NPL,25,22,2.18,2.0,0.73,1.27,1,12,25,1,1,54,19,47.5,1.78,1.06,0.72
MNGoqa6QNA,WT Birkalla Senior Men's NPL,WT Birkalla,RAA NPL,SEN,NPL,25,22,2.14,2.5,1.23,1.27,2,12,21,1,1,61,31,51.7,2.08,1.2,0.88
EN2OalerKq,MetroStars Senior Men's NPL,MetroStars,RAA NPL,SEN,NPL,25,22,2.0,2.41,1.05,1.36,3,12,25,6,1,57,27,59.7,2.33,1.15,1.18
am1qak1Xmw,Playford City Senior Men's NPL,Playford City,RAA NPL,SEN,NPL,25,22,1.59,1.91,1.41,0.5,4,12,23,1,1,46,39,45.6,2.25,1.23,1.02
BdD1qgVxmb,FK Beograd Senior Men's NPL,FK Beograd,RAA NPL,SEN,NPL,23,22,1.5,1.59,1.36,0.23,5,12,21,5,3,35,33,50.7,1.55,1.3,0.25
Pmrkxw1ANo,Croydon FC Senior Men's NPL,Croydon FC,RAA NPL,SEN,NPL,23,22,1.36,2.09,1.86,0.23,6,12,19,10,1,46,43,49.0,2.02,1.93,0.09
PmjnVw1jmZ,Adelaide United Senior Men's NPL,Adelaide United,RAA NPL,SEN,NPL,22,22,1.32,1.5,1.45,0.05,7,12,40,13,4,33,32,58.2,1.58,1.44,0.14
emA12xB9mB,Campbelltown City Senior Men's NPL,Campbelltown City,RAA NPL,SEN,NPL,22,22,1.32,1.59,1.64,-0.05,8,12,25,3,3,35,36,49.8,1.35,1.85,-0.5
jmaVQk9qNR,Sturt Lions Senior Men's NPL,Sturt Lions,RAA NPL,SEN,NPL,22,22,1.23,1.59,1.64,-0.05,9,12,27,6,3,35,36,50.5,1.65,1.29,0.36
pmvzBJnRmv,West Adelaide Senior Men's NPL,West Adelaide,RAA NPL,SEN,NPL,22,22,1.14,1.82,2.0,-0.18,10,12,24,0,0,40,44,51.5,1.23,2.26,-1.03
nmYyq1Bbmz,Adelaide Comets Senior Men's NPL,Adelaide Comets,RAA NPL,SEN,NPL,22,22,0.91,1.14,1.73,-0.59,11,12,28,16,4,25,38,45.2,1.18,1.54,-0.36
8NODqewzKZ,Para Hills Knights Senior Men's NPL,Para Hills Knights,RAA NPL,SEN,NPL,22,22,0.05,0.64,4.68,-4.05,12,12,40,42,10,14,103,40.0,0.76,3.52,-2.76
4KLnqa7pmq,Campbelltown City Under 18's NPL,Campbelltown City,RAA NPL Under 18's,U18,NPL,25,22,2.59,3.86,0.95,2.91,1,12,30,62,13,95,26,,,,
MNGoqa7zNA,MetroStars Under 18's NPL,MetroStars,RAA NPL Under 18's,U18,NPL,25,22,2.36,3.82,0.95,2.86,2,12,28,57,9,90,29,,,,
BdD1qg74mb,FK Beograd Under 18's NPL,FK Beograd,RAA NPL Under 18's,U18,NPL,25,22,1.91,2.59,1.86,0.73,3,12,33,122,16,60,44,,,,
Ome0kvMPd0,Adelaide City Under 18's NPL,Adelaide City,RAA NPL Under 18's,U18,NPL,25,22,1.77,2.36,2.0,0.36,4,12,30,59,13,56,48,,,,
2Kpv3wBPmY,Football SA State Squads Under 18's NPL,Football SA State Squads,RAA NPL Under 18's,U18,NPL,23,22,1.55,3.14,2.45,0.68,5,12,32,3,3,69,56,,,,
pN6OaQeQK0,Croydon FC Under 18's NPL,Croydon FC,RAA NPL Under 18's,U18,NPL,23,22,1.5,2.05,2.05,0.0,6,12,27,61,8,45,46,,,,
jdyeg5Qbd5,WT Birkalla Under 18's NPL,WT Birkalla,RAA NPL Under 18's,U18,NPL,22,22,1.36,2.73,2.14,0.59,7,12,30,54,13,60,47,,,,
EN2OalxEKq,Adelaide Comets Under 18's NPL,Adelaide Comets,RAA NPL Under 18's,U18,NPL,22,22,1.32,2.32,2.32,0.0,8,12,39,56,19,51,51,,,,
jdyegGbEd5,Sturt Lions Under 18's,Sturt Lions,RAA NPL Under 18's,U18,NPL,22,22,0.95,2.41,3.55,-1.14,9,12,24,107,10,53,78,,,,
1K3YaOeqmQ,Playford City Under 18's NPL,Playford City,RAA NPL Under 18's,U18,NPL,22,22,0.59,1.64,3.64,-2.0,10,12,37,152,22,36,80,,,,
bd9Xa4xJK4,Para Hills Knights Under 18's NPL,Para Hills Knights,RAA NPL Under 18's,U18,NPL,22,22,0.59,1.09,3.45,-2.36,11,12,27,61,11,24,76,,,,
MNGoq52zNA,West Adelaide Under 18's,West Adelaide,RAA NPL Under 18's,U18,NPL,22,22,0.5,1.23,3.86,-2.64,12,12,34,46,16,27,85,,,,
emA1DqAgmB,Stirling Districts All Age Men (Sat) Division Three Reserves,Stirling Districts,Saturday Division Three Reserves Blue,RES,SAASL,18,18,2.67,4.17,0.61,3.56,1,7,41,102,22,75,11,,,,
jdyexW3Ed5,The Cove FC All Age Men (Sat) Division Three Reserves,The Cove FC,Saturday Division Three Reserves Blue,RES,SAASL,18,18,2.11,4.39,1.33,3.06,2,7,39,86,23,79,24,,,,
pmvzZZb6mv,Adelaide Blue Eagles Amateurs All Age Men (Sat) Division Three Reserves,Adelaide Blue Eagles Amateurs,Saturday Division Three Reserves Blue,RES,SAASL,18,18,1.94,2.39,1.67,0.72,3,7,33,58,11,43,30,,,,
lNb38y76Kx,Strathalbyn Strikers FC All Age Men (Sat) Division Three Reserves,Strathalbyn Strikers FC,Saturday Division Three Reserves Blue,RES,SAASL,18,18,1.06,1.17,2.94,-1.78,4,7,45,170,28,21,53,,,,
jmaV17g7NR,Murray Bridge United SC All Age Men (Sat) Division Three Reserves,Murray Bridge United SC,Saturday Division Three Reserves Blue,RES,SAASL,18,18,0.89,2.06,3.5,-1.44,5,7,40,15,6,37,63,,,,
2KpvX4OqmY,Brothers United Football Club All Age Men (Sat) Division Three Reserves,Brothers United Football Club,Saturday Division Three Reserves Blue,RES,SAASL,18,18,0.83,1.39,3.39,-2.0,6,7,31,84,13,25,61,,,,
ld4OgxZOKW,F.C Summit All Age Men (Sat) Division Three Reserves,F.C Summit,Saturday Division Three Reserves Blue,RES,SAASL,18,18,0.61,1.5,3.61,-2.11,7,7,38,123,24,27,65,,,,
MNGolVpzNA,FIZI FC All Age Men (Sat) Division Three Reserves,FIZI FC,Saturday Division Three Reserves Red,RES,SAASL,18,18,2.44,3.78,1.11,2.67,1,7,29,61,12,68,20,,,,
Pmrk90kLNo,Northern Wolves Soccer Club All Age Men (Sat) Division Three Reserves,Northern Wolves Soccer Club,Saturday Division Three Reserves Red,RES,SAASL,18,18,2.28,4.39,1.78,2.61,2,7,30,97,13,79,32,,,,
4KLn99O7mq,One Tree Hill Soccer Club All Age Men (Sat) Division Three Reserves,One Tree Hill Soccer Club,Saturday Division Three Reserves Red,RES,SAASL,18,18,1.61,3.11,2.17,0.94,3,7,36,48,13,56,39,,,,
4KLn9ZzGmq,Salisbury Downs Soccer Club All Age Men (Sat) Division Three Reserves,Salisbury Downs Soccer Club,Saturday Division Three Reserves Red,RES,SAASL,18,18,1.5,2.5,1.94,0.56,4,7,40,14,6,45,35,,,,
8NOD0xXWKZ,ADFC All Age Men (Sat) Division Three Reserves,ADFC,Saturday Division Three Reserves Red,RES,SAASL,18,18,0.94,1.83,4.28,-2.44,5,7,32,47,9,33,77,,,,
Pmjnvln3mZ,Adelaide Dragon Sporting Club All Age Men (Sat) Division Three Reserves,Adelaide Dragon Sporting Club,Saturday Division Three Reserves Red,RES,SAASL,18,18,0.89,1.78,3.56,-1.78,6,7,29,4,2,32,64,,,,
lNb38ElgKx,BIH United All Age Men (Sat) Division Three Reserves,BIH United,Saturday Division Three Reserves Red,RES,SAASL,18,18,0.44,1.72,4.28,-2.56,7,7,32,31,8,31,77,,,,
MNGolDABNA,Adelaide University Soccer Club All Age Men (Sat) Division Two Reserves,Adelaide University Soccer Club,Saturday Division Two Reserves,RES,SAASL,17,17,2.29,4.18,1.18,3.0,1,10,37,54,15,71,20,,,,
jdyexWqEd5,Adelaide Brasfoot All Age Men (Sat) Division Two Reserves,Adelaide Brasfoot,Saturday Division Two Reserves,RES,SAASL,16,16,2.25,3.0,1.19,1.81,2,10,45,124,31,48,19,,,,
MNGollgLNA,Adelaide Red Blue Eagles Football Club All Age Men (Sat) Division Two Reserves,Adelaide Red Blue Eagles Football Club,Saturday Division Two Reserves,RES,SAASL,17,17,1.76,2.12,1.65,0.47,3,10,38,88,14,36,28,,,,
4KLn9k8gmq,Grange SC All Age Men (Sat) Division Two Reserves,Grange SC,Saturday Division Two Reserves,RES,SAASL,17,17,1.71,3.12,2.06,1.06,4,10,37,111,23,53,35,,,,
PmjnvvBBmZ,Gleeson Football Club All Age Men (Sat) Division Two Reserves,Gleeson Football Club,Saturday Division Two Reserves,RES,SAASL,17,17,1.47,2.0,1.76,0.24,5,10,47,60,21,34,30,,,,
pmvzZxz5mv,Salisbury Sharks United All Age Men (Sat) Division Two Reserves,Salisbury Sharks United,Saturday Division Two Reserves,RES,SAASL,17,17,1.41,2.41,2.12,0.29,6,10,37,100,14,41,36,,,,
2KpvXXnWmY,Monarchs Sports Club All Age Men (Sat) Division Two Reserves,Monarchs Sports Club,Saturday Division Two Reserves,RES,SAASL,16,16,1.25,1.38,1.31,0.06,7,10,40,82,17,22,21,,,,
am1qBZLXmw,Southern Breakers All Age Men (Sat) Division Two Reserves,Southern Breakers,Saturday Division Two Reserves,RES,SAASL,17,17,1.06,1.12,3.06,-1.94,8,10,35,28,10,19,52,,,,
1K3YAAp9mQ,Angle Vale All Age Men (Sat) Division Two Reserves,Angle Vale,Saturday Division Two Reserves,RES,SAASL,17,17,0.35,1.12,3.0,-1.88,9,10,35,93,16,19,51,,,,
gdMveeAOmE,Salisbury Villa Soccer Club All Age Men (Sat) Division Two Reserves,Salisbury Villa Soccer Club,Saturday Division Two Reserves,RES,SAASL,7,7,0.0,0.43,7.71,-7.29,10,10,19,23,8,3,54,,,,
bd9W4e5lN4,Greenacres United All Age Men (Sun) Division Three Reserves,Greenacres United,Sunday Division Three Reserves,RES,SAASL,16,16,3.0,4.75,0.81,3.94,1,5,33,50,13,76,13,,,,
Pmrk90YrNo,Westwood Football Club All Age Men (Sun) Division Three Reserves,Westwood Football Club,Sunday Division Three Reserves,RES,SAASL,16,16,1.38,2.12,2.69,-0.56,2,5,37,60,17,34,43,,,,
bd9XPrY8K4,Macedonia United Lions Socer Club All Age Men (Sun) Division Three Reserves,Macedonia United Lions Socer Club,Sunday Division Three Reserves,RES,SAASL,16,16,1.12,3.0,3.62,-0.62,3,5,34,67,12,48,58,,,,
BdD1vo04mb,Andrews Farm Soccer & Community Club All Age Men (Sun) Division Three Reserves,Andrews Farm Soccer & Community Club,Sunday Division Three Reserves,RES,SAASL,16,16,1.06,2.12,2.88,-0.75,4,5,33,45,14,34,46,,,,
nmYyAbl3mz,Elizabeth Downs Soccer Club All Age Men (Sun) Division Three Reserves,Elizabeth Downs Soccer Club,Sunday Division Three Reserves,RES,SAASL,16,16,0.75,1.69,3.69,-2.0,5,5,28,24,6,27,59,,,,
pmvzZVj6mv,Southern Knights Football Club All Age Men (Sun) Division Two Reserves,Southern Knights Football Club,Sunday Division Two Reserves,RES,SAASL,18,18,2.28,3.94,2.06,1.89,1,10,34,40,10,71,37,,,,
8NOD0xR2KZ,Seaford Rangers All Age Men (Sun) Division Two Reserves,Seaford Rangers,Sunday Division Two Reserves,RES,SAASL,18,18,2.17,2.89,1.06,1.83,2,10,31,82,17,52,19,,,,
jdyexRG3d5,Salisbury Inter Soccer Club All Age Men (Sun) Division Two Reserves,Salisbury Inter Soccer Club,Sunday Division Two Reserves,RES,SAASL,18,18,2.11,3.0,1.11,1.89,3,10,42,66,22,54,20,,,,
MNGolDyQNA,Elizabeth Vale Soccer Club All Age Men (Sun) Division Two Reserves,Elizabeth Vale Soccer Club,Sunday Division Two Reserves,RES,SAASL,18,18,1.83,2.94,1.94,1.0,4,10,40,119,21,53,35,,,,
ld4OgEleKW,Adelaide Eagles Soccer Club All Age Men (Sun) Division Two Reserves,Adelaide Eagles Soccer Club,Sunday Division Two Reserves,RES,SAASL,18,18,1.44,2.72,2.78,-0.06,5,10,39,95,20,49,50,,,,
ld4OgPvAKW,Parafield Gardens Soccer Club All Age Men (Sun) Division Two Reserves,Parafield Gardens Soccer Club,Sunday Division Two Reserves,RES,SAASL,18,18,1.33,1.78,2.17,-0.39,6,10,39,90,18,32,39,,,,
MNGolV9BNA,Athelstone Soccer Club All Age Men (Sun) Division Two Reserves,Athelstone Soccer Club,Sunday Division Two Reserves,RES,SAASL,18,18,1.11,1.89,2.5,-0.61,7,10,37,65,15,34,45,,,,
Pmrk90WENo,Munno Para All Age Men (Sun) Division Two Reserves,Munno Para,Sunday Division Two Reserves,RES,SAASL,18,18,0.78,1.89,3.0,-1.11,8,10,48,111,27,34,54,,,,
2KpvX4wWmY,Adelaide Khukuri All Age Men (Sun) Division Two Reserves,Adelaide Khukuri,Sunday Division Two Reserves,RES,SAASL,18,18,0.78,1.28,3.89,-2.61,9,10,43,121,21,23,70,,,,
Ome0a1v7d0,AC Unito Adelaide All Age Men (Sun) Division Two Reserves,AC Unito Adelaide,Sunday Division Two Reserves,RES,SAASL,18,18,0.5,1.39,3.22,-1.83,10,10,39,26,10,25,58,,,,
ld44MyvpdW,Western Strikers Over 35's Over 35's,Western Strikers,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,2.72,5.06,0.89,4.17,1,10,21,0,0,91,16,,,,
bd9XPr4lK4,Ingle Farm Over 35's Over 35's,Ingle Farm,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,2.33,5.5,1.67,3.83,2,10,25,18,4,99,30,,,,
2KpvXe6qmY,Adelaide Brasfoot Over 35's Over 35's,Adelaide Brasfoot,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,2.22,3.5,0.94,2.56,3,10,28,6,4,63,17,,,,
8NOD0xe7KZ,Modbury Jets AFC Over 35's Over 35's,Modbury Jets AFC,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,1.83,4.28,2.17,2.11,4,10,29,37,6,77,39,,,,
jdyexWGLd5,BOSA Over 35's Over 35's,BOSA,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,1.72,3.56,2.28,1.28,5,10,24,2,2,64,41,,,,
jmaV1aZMNR,Salisbury Inter Soccer Club Over 35's Over 35's 1,Salisbury Inter Soccer Club,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,1.28,1.94,2.11,-0.17,6,10,38,29,16,35,38,,,,
Ome0aQ2vd0,Tea Tree Gully Over 35's Over 35's 1,Tea Tree Gully,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,0.94,2.72,3.17,-0.44,7,10,37,36,11,49,57,,,,
nmYyA6wxmz,Old Ignatians Soccer Club Over 35's Over 35's,Old Ignatians Soccer Club,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,0.94,2.22,4.06,-1.83,8,10,30,96,14,40,73,,,,
MNGolVXENA,West Beach Football Club Over 35's Over 35's,West Beach Football Club,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,0.72,2.83,4.0,-1.17,9,10,32,7,4,51,72,,,,
am1QM1Xqmw,Gawler Eagles Over 35's Over 35's,Gawler Eagles,Guardian Insurance Over 35's Blue,SEN,SAASL,18,18,0.0,0.56,10.89,-10.33,10,10,20,0,0,10,196,,,,
ld4OgP6eKW,Munno Para Over 35's Over 35's,Munno Para,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,2.57,4.64,1.21,3.43,1,8,24,18,3,65,17,,,,
jmaBDBRqNR,Salisbury Inter Soccer Club Over 35's Over 35's 2,Salisbury Inter Soccer Club,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,2.5,3.0,1.14,1.86,2,8,28,37,7,42,16,,,,
8NOD0xGBKZ,Pitbulls Football Club Over 35's Over 35's,Pitbulls Football Club,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,1.36,2.57,2.57,0.0,3,8,17,1,1,36,36,,,,
WdgplpLpmR,Tea Tree Gully Over 35's Over 35's 2,Tea Tree Gully,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,1.29,2.71,2.29,0.43,4,8,23,14,7,38,32,,,,
yKJbMb1AKY,Greenacres United Over 35's Over 35's,Greenacres United,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,1.21,2.36,2.86,-0.5,5,8,23,44,5,33,40,,,,
pN6Oy1g2K0,Para Hills West Soccer Club Over 35's Over 35's,Para Hills West Soccer Club,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,1.21,2.29,2.79,-0.5,6,8,26,6,4,32,39,,,,
MNGogMxBNA,Gleeson Football Club Over 35's Over 35's,Gleeson Football Club,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,0.93,1.79,3.29,-1.5,7,8,32,2,2,25,46,,,,
lNbjQj1pNx,Andrews Farm Soccer & Community Club Over 35's Over 35's,Andrews Farm Soccer & Community Club,Guardian Insurance Over 35's Red,SEN,SAASL,14,14,0.5,1.14,4.36,-3.21,8,8,22,19,3,16,61,,,,
EN2OLGZrKq,The Cove FC All Age Men (Sat) Division Eight,The Cove FC,Saturday Division Eight,SEN,SAASL,21,21,2.86,4.24,0.57,3.67,1,8,36,39,16,89,12,,,,
emA1zqpQmB,Aldinga Soccer Club All Age Men (Sat) Division Eight,Aldinga Soccer Club,Saturday Division Eight,SEN,SAASL,21,21,2.33,4.48,1.05,3.43,2,8,24,0,0,94,22,,,,
emAeJeEbmB,Stirling Districts All Age Men (Sat) Division Eight 1,Stirling Districts,Saturday Division Eight,SEN,SAASL,21,21,2.0,3.38,1.48,1.9,3,8,49,112,32,71,31,,,,
Pmrke4M5No,Stirling Districts All Age Men (Sat) Division Eight 2,Stirling Districts,Saturday Division Eight,SEN,SAASL,21,21,1.76,2.71,2.29,0.43,4,8,45,95,25,57,48,,,,
nmYZ09MzNz,Bridgewater SC All Age Men (Sat) Division Eight,Bridgewater SC,Saturday Division Eight,SEN,SAASL,21,21,1.14,2.14,2.76,-0.62,5,8,26,0,0,45,58,,,,
nmYyA6bYmz,F.C Summit All Age Men (Sat) Division Eight,F.C Summit,Saturday Division Eight,SEN,SAASL,21,21,0.67,1.57,3.62,-2.05,6,8,33,100,17,33,76,,,,
ZNQxlxwGmx,Blackwood Forest All Age Men (Sat) Division Eight,Blackwood Forest,Saturday Division Eight,SEN,SAASL,21,21,0.67,1.67,4.9,-3.24,7,8,22,0,0,35,103,,,,
lNb38O0DKx,Strathalbyn Strikers FC All Age Men (Sat) Division Eight,Strathalbyn Strikers FC,Saturday Division Eight,SEN,SAASL,21,21,0.24,0.62,4.14,-3.52,8,8,45,74,19,13,87,,,,
am1qBy5Wmw,Messinian Association Hawks All Age Men (Sat) Division Seven,Messinian Association Hawks,Saturday Division Seven,SEN,SAASL,21,21,2.52,4.33,0.9,3.43,1,8,31,26,12,91,19,,,,
PmjnpAL3mZ,BOSA All Age Men (Sat) Division Seven,BOSA,Saturday Division Seven,SEN,SAASL,21,21,2.0,3.05,1.62,1.43,2,8,38,26,16,64,34,,,,
AN0D4xxzN6,Sturt Marion Thunder Soccer Club All Age Men (Sat) Division Seven,Sturt Marion Thunder Soccer Club,Saturday Division Seven,SEN,SAASL,21,21,1.81,2.71,1.67,1.05,3,8,39,45,16,57,35,,,,
4KLz17EGmq,Modbury Jets AFC All Age Men (Sat) Division Seven,Modbury Jets AFC,Saturday Division Seven,SEN,SAASL,21,21,1.76,2.43,1.19,1.24,4,8,39,160,24,51,25,,,,
pmvzZY7Rmv,Barossa United All Age Men (Sat) Division Seven,Barossa United,Saturday Division Seven,SEN,SAASL,21,21,1.24,2.33,3.43,-1.1,5,8,25,0,0,49,72,,,,
vmZwgExlNq,Old Ignatians Soccer Club All Age Men (Sat) Division Seven,Old Ignatians Soccer Club,Saturday Division Seven,SEN,SAASL,21,21,1.05,1.86,2.62,-0.76,6,8,41,70,22,39,55,,,,
pmvzZx9omv,Pitbulls Football Club All Age Men (Sat) Division Seven,Pitbulls Football Club,Saturday Division Seven,SEN,SAASL,21,21,0.43,1.14,3.57,-2.43,7,8,47,74,23,24,75,,,,
jdyexWa3d5,Adelaide Atletico All Age Men (Sun) Division Seven,Adelaide Atletico,Saturday Division Seven,SEN,SAASL,21,21,0.33,0.52,3.38,-2.86,8,8,23,0,0,11,71,,,,
Ome0aPQPd0,Monarchs Sports Club All Age Men (Sat) Division Six,Monarchs Sports Club,Saturday Division Six,SEN,SAASL,18,18,2.5,3.89,1.61,2.28,1,10,43,90,19,70,29,,,,
gdMve3eDmE,St Augustines Soccer Club All Age Men (Sat) Division Six,St Augustines Soccer Club,Saturday Division Six,SEN,SAASL,18,18,2.44,4.61,0.94,3.67,2,10,19,0,0,83,17,,,,
pmvzZYj6mv,Adelaide Brasfoot All Age Men (Sat) Division Six,Adelaide Brasfoot,Saturday Division Six,SEN,SAASL,18,18,2.28,3.28,1.56,1.72,3,10,42,81,25,59,28,,,,
emA1zM41mB,Gleeson Football Club All Age Men (Sat) Division Six,Gleeson Football Club,Saturday Division Six,SEN,SAASL,18,18,1.89,2.5,1.44,1.06,4,10,44,43,15,45,26,,,,
gdMve3kBmE,Elizabeth Grove ,Elizabeth Grove,Saturday Division Six,SEN,SAASL,18,18,1.61,3.28,2.5,0.78,5,10,21,0,0,59,45,,,,
vmZwgEgLNq,Salisbury Sharks United All Age Men (Sat) Division Six,Salisbury Sharks United,Saturday Division Six,SEN,SAASL,18,18,1.22,2.11,2.33,-0.22,6,10,42,93,19,38,42,,,,
ld446alBdW,Adelaide Red Blue Eagles Football Club All Age Men (Sat) Division Six,Adelaide Red Blue Eagles Football Club,Saturday Division Six,SEN,SAASL,18,18,0.72,1.11,3.78,-2.67,7,10,41,25,10,20,68,,,,
BdD1vOogmb,Old Ignatians Soccer Club All Age Men (Sat) Division Six,Old Ignatians Soccer Club,Saturday Division Six,SEN,SAASL,18,18,0.67,1.5,4.89,-3.39,8,10,38,43,18,27,88,,,,
nmYykb8rmz,Adelaide University Soccer Club All Age Men (Sat) Division Six,Adelaide University Soccer Club,Saturday Division Six,SEN,SAASL,18,18,0.56,1.61,2.56,-0.94,9,10,30,5,3,29,46,,,,
8NOD0Y7bKZ,Grange SC All Age Men (Sat) Division Six,Grange SC,Saturday Division Six,SEN,SAASL,18,18,0.56,0.89,3.17,-2.28,10,10,33,19,7,16,57,,,,
emA1z4VMmB,The Cove FC All Age Men (Sat) Division Three,The Cove FC,Saturday Division Three Blue,SEN,SAASL,18,18,2.06,3.67,1.28,2.39,1,7,32,33,10,66,23,,,,
PmjnpqEQmZ,Stirling Districts All Age Men (Sat) Division Three,Stirling Districts,Saturday Division Three Blue,SEN,SAASL,19,18,1.89,2.06,1.06,1.0,2,7,31,82,13,38,21,,,,
PmjnvrgZmZ,F.C Summit All Age Men (Sat) Division Three,F.C Summit,Saturday Division Three Blue,SEN,SAASL,18,18,1.5,2.78,2.28,0.5,3,7,26,103,14,50,41,,,,
BdD1vvbJmb,Adelaide Blue Eagles Amateurs All Age Men (Sat) Division Three,Adelaide Blue Eagles Amateurs,Saturday Division Three Blue,SEN,SAASL,18,18,1.61,2.44,2.39,0.06,4,7,36,55,15,44,43,,,,
PmjnvqykmZ,Brothers United Football Club All Age Men (Sat) Division Three,Brothers United Football Club,Saturday Division Three Blue,SEN,SAASL,18,18,1.39,1.89,2.22,-0.33,5,7,33,84,14,34,40,,,,
8NOD0YLnKZ,Murray Bridge United SC All Age Men (Sat) Division Three,Murray Bridge United SC,Saturday Division Three Blue,SEN,SAASL,18,18,0.83,1.78,3.22,-1.44,6,7,28,30,10,32,58,,,,
Pmrk9l6pNo,Strathalbyn Strikers FC All Age Men (Sat) Division Three,Strathalbyn Strikers FC,Saturday Division Three Blue,SEN,SAASL,18,18,0.67,1.56,3.72,-2.17,7,7,39,111,22,28,67,,,,
pN6Oy1PAK0,Northern Wolves Soccer Club All Age Men (Sat) Division Three,Northern Wolves Soccer Club,Saturday Division Three Red,SEN,SAASL,18,18,2.33,3.5,2.0,1.5,1,7,31,59,10,63,36,,,,
Pmrk905VNo,FIZI FC All Age Men (Sat) Division Three,FIZI FC,Saturday Division Three Red,SEN,SAASL,19,18,2.0,2.83,1.39,1.44,2,7,29,59,10,53,26,,,,
gdMveeOxmE,One Tree Hill Soccer Club All Age Men (Sat) Division Three,One Tree Hill Soccer Club,Saturday Division Three Red,SEN,SAASL,18,18,1.39,2.11,2.67,-0.56,3,7,35,92,17,38,48,,,,
lNb38yEwKx,BIH United All Age Men (Sat) Division Three,BIH United,Saturday Division Three Red,SEN,SAASL,17,17,1.29,2.76,2.29,0.47,4,7,38,81,20,47,39,,,,
2KpvXe59mY,ADFC All Age Men (Sat) Division Three,ADFC,Saturday Division Three Red,SEN,SAASL,17,17,1.12,1.94,2.47,-0.53,5,7,26,56,9,33,42,,,,
bd9XPr88K4,Salisbury Downs Soccer Club All Age Men (Sat) Division Three,Salisbury Downs Soccer Club,Saturday Division Three Red,SEN,SAASL,18,18,0.89,1.89,3.11,-1.22,6,7,45,142,27,34,56,,,,
vmZwgWJMNq,Adelaide Dragon Sporting Club All Age Men (Sat) Division Three,Adelaide Dragon Sporting Club,Saturday Division Three Red,SEN,SAASL,18,18,0.83,1.44,2.56,-1.11,7,7,35,14,6,26,46,,,,
PmjnvvpkmZ,Adelaide Brasfoot All Age Men (Sat) Division Two,Adelaide Brasfoot,Sportal Saturday Division Two,SEN,SAASL,18,18,2.56,3.56,0.78,2.78,1,10,35,28,11,64,14,,,,
BdD1vwPwmb,Grange SC All Age Men (Sat) Division Two,Grange SC,Sportal Saturday Division Two,SEN,SAASL,17,17,2.12,2.82,1.41,1.41,2,10,25,72,10,48,24,,,,
vmZwgj7bNq,Adelaide University Soccer Club All Age Men (Sat) Division Two,Adelaide University Soccer Club,Sportal Saturday Division Two,SEN,SAASL,18,18,2.0,2.94,1.89,1.06,3,10,28,18,3,53,34,,,,
8NOD00p7KZ,Adelaide Red Blue Eagles Football Club All Age Men (Sat) Division Two,Adelaide Red Blue Eagles Football Club,Sportal Saturday Division Two,SEN,SAASL,18,18,1.61,2.78,2.22,0.56,4,10,30,26,8,50,40,,,,
pmvzZZQ5mv,Monarchs Sports Club All Age Men (Sat) Division Two,Monarchs Sports Club,Sportal Saturday Division Two,SEN,SAASL,18,18,1.56,2.67,2.11,0.56,5,10,39,97,21,48,38,,,,
Pmjnvrx6mZ,Gleeson Football Club All Age Men (Sat) Division Two,Gleeson Football Club,Sportal Saturday Division Two,SEN,SAASL,18,18,1.5,2.89,2.39,0.5,6,10,37,16,9,52,43,,,,
pmvzZV28mv,Southern Breakers All Age Men (Sat) Division Two,Southern Breakers,Sportal Saturday Division Two,SEN,SAASL,17,17,1.47,1.94,1.88,0.06,7,10,32,73,15,33,32,,,,
8NOD0xkvKZ,Salisbury Sharks United All Age Men (Sat) Division Two,Salisbury Sharks United,Sportal Saturday Division Two,SEN,SAASL,18,18,1.11,1.72,2.22,-0.5,8,10,34,50,14,31,40,,,,
ld4OgA60KW,Angle Vale All Age Men (Sat) Division Two,Angle Vale,Sportal Saturday Division Two,SEN,SAASL,18,18,0.22,1.0,3.17,-2.17,9,10,30,90,12,18,57,,,,
