player_id,season,clubs,leagues,played,started,minutes,goals,yellow_cards,red_cards,votes,clean_sheets,was_goalkeeper
8dnEObXeKw,2024,Unley United Soccer Club,Australia Cup SA Preliminary Rounds,1,0,48,0,0,0,0,0,false
8dnEObXeKw,2025,Ghan United,Senior Men's Trials; Reserves; HPG Homes State League 2 North - Reserves; Federation Cup Reserves; HPG Homes State League 2 (Reserves) Final Series,26,24,1938,1,2,1,0,0,false
8dnEObXeKw,2026,Adelaide Hills Hawks,Hahn Australia Cup SA Preliminary Rounds; Senior Men's Trials; HPG Homes State League 2 South; HPG Homes State League 2 South - Reserves,20,18,1889,0,4,0,0,0,false
8dnEOk2VKw,2024,BOSA,Over 35's; Saturday Division 7; Over 35's Cup,17,14,1040,3,1,0,0,0,false
8dnEOk2VKw,2025,BOSA,Guardian Insurance Brokers Over 35's; Saturday Division Six; Guardian Insurance Brokers Over 35's Cup,17,4,320,1,1,0,0,0,false
8dnEOk2VKw,2026,BOSA,Guardian Insurance Over 35's Blue; Guardian Insurance Brokers Over 35's Cup,17,10,800,3,1,0,0,0,false
8dnEOk2VKw,Winter 2023,BOSA,Saturday Division 7; Over 35s Division 1,14,12,1000,0,1,0,0,0,false
8dnEX7MpKw,2023,Port Adelaide,State League 1 Reserves; Federation Cup Reserves; Reserves,22,17,1523,1,3,0,0,0,false
8dnEX7MpKw,2024,Port Adelaide,Reserves Trial Matches; Senior Men's Trial Matches; Federation Cup Reserves; State League 2 Reserves; State League 2,24,20,1734,1,2,0,0,0,false
8dnEX7MpKw,2025,Port Adelaide,HPG Homes State League 2 North - Reserves,6,3,305,0,0,0,0,0,false
8dnEX7MpKw,2026,Adelaide Titans Football Club,HPG Homes State League 2 South - Reserves,17,15,1707,1,4,1,0,0,false
8dnEXko0Kw,2026,Bridgewater SC,Saturday Division Eight,13,12,960,0,0,0,0,0,false
8dnEZELpKw,2026,Bridgewater SC,Saturday Division Eight,11,9,720,1,0,0,0,0,false
8dnEZELpKw,Winter 2023,Stirling Districts,Saturday Division 2 Reserves; Reserve Cup; Saturday Division 2,22,15,1123,1,0,0,0,0,false
8dnEZrk8Kw,2023,Adelaide Cobras,Under 15's JPL A,12,5,450,3,1,0,0,0,false
8dnEZrk8Kw,2024,Adelaide Cobras,Under 17 Trials; Under 16 Trials - No Match Officials; Under 16 JPL A; U16 Carl's Junior Boys Cup,22,21,1780,2,2,0,0,0,false
8dnEZrk8Kw,2026,Fulham United,HPG Homes State League 1 Under 18's; HPG Homes State League 1 Reserves; Federation Cup U18's,21,14,1769,6,2,0,0,0,false
8dnEbBa0Kw,2024,Zomi United Adelaide,Saturday Division 8,19,17,1360,7,1,0,0,0,false
8dnEbBa0Kw,2025,One Tree Hill Soccer Club,Master Builders Born 2 Build Challenge Cup; Sportal Saturday Division Two; Saturday Division Two Reserves,17,16,1449,1,1,0,0,0,false
8dnEbBa0Kw,2026,One Tree Hill Soccer Club,Master Builders Born to Build Challenge Cup; Saturday Division Three Red; Saturday Division Three Reserves Red,9,6,615,0,1,0,0,0,false
8dnEbBa0Kw,Winter 2023,Zomi United Adelaide,Challenge Cup; Saturday Division 4; Saturday Division 4 Reserves,25,20,1794,6,0,0,0,0,false
8dnEbkbvKw,2023,Gawler Eagles,Australia Cup SA Preliminary Rounds; State League 2; 23 Senior Men's Trial Matches,25,20,259,0,1,0,0,0,false
8dnEbkbvKw,2024,Gawler Eagles,Senior Men's Trial Matches; Australia Cup SA Preliminary Rounds; State League 2,26,26,2040,0,3,0,0,0,false
8dnEbkbvKw,2025,Gawler Eagles,Senior Men's Trials; HPG Homes State League 2 North; Australia Cup SA Preliminary Rounds; HPG Homes State League 2 (Seniors) Final Series,24,18,1675,0,1,0,0,0,false
8dnEbkbvKw,2026,Gawler Eagles,Hahn Australia Cup SA Preliminary Rounds; Senior Men's Trials; HPG Homes State League 2 North,11,10,825,0,1,0,0,0,false
8dnEn3e0Kw,2023,MetroStars,Under 16's JPL A; U16 Carl's Junior Boys Cup; U16 JPL A - Top Half,23,22,1950,3,1,0,0,0,false
8dnEn3e0Kw,2024,Croydon FC,Reserves Trial Matches; U18 Trial Matches; RAA NPL Under 18's; RAA NPL Reserves; Federation Cup U18's; Federation Cup Reserves,46,26,2390,3,1,0,0,0,false
8dnEn3e0Kw,2025,Croydon FC,Reserves; RAA NPL Reserves; Federation Cup Reserves; RAA NPL Under 18's; RAA NPL,26,21,2011,4,2,0,0,0,false
8dnEn3e0Kw,2026,Croydon FC,RAA NPL Reserves; RAA NPL; Federation Cup Reserves,16,15,1727,0,0,1,0,0,false
8dnEnDPeKw,2024,Tea Tree Gully,Preseason Matches - All Reserves; Sunday Premier B; Reserve Cup; Sunday Premier C,22,16,1353,9,1,0,0,0,false
8dnEnDPeKw,2025,Tea Tree Gully,HJ Templin Preseason Cup - Reserve Friendlies; Trial Matches - C Teams; Sportal Sunday Premier C; Sportal Sunday Premier B; Guardian Insurance Brokers Over 35's; Premier C,25,20,330,14,0,0,0,0,false
8dnEnDPeKw,2026,Tea Tree Gully,HJ Templin Preseason Cup - Reserves; Trial Matches - Reserves; Trial Matches - Premier A & Division 2A; Sportal Sunday Premier B; Sportal Sunday Premier C; Master Builders Born to Build Challenge Cup; Reserve Cup; Guardian Insurance Over 35's Blue; C Team Cup,23,9,670,3,0,0,0,0,false
8dnEnDPeKw,Winter 2023,Tea Tree Gully,HJ Templin Preseason Reserve Cup - Group 2; Sunday Premier B; Reserve Cup; Sunday Premier A,21,18,1608,18,1,0,0,0,false
8dnEnQ2eKw,2023,West Adelaide,RAA NPL Under 18's; RAA NPL Reserves,16,14,1728,0,1,0,0,0,false
8dnEnQ2eKw,2024,West Adelaide,State League 1 Reserves; Federation Cup Reserves; Australia Cup SA Preliminary Rounds; State League 1,23,14,1560,0,0,0,0,0,false
8dnEnQ2eKw,2025,West Adelaide; Pontian Eagles,Reserves; HPG Homes State League 1 Reserves; Federation Cup Reserves; HPG Homes State League 1,23,17,1654,0,3,0,0,0,false
8dnEnQ2eKw,2026,Adelaide Cobras,HPG Homes State League 1 Reserves; Federation Cup Reserves,21,20,2421,1,0,0,0,0,false
8dnEnVGrKw,2024,Modbury Soccer Club,HJ Templin Preseason Cup Reserves - Group 1; Preseason Matches - All Reserves; Sunday Premier B; Sunday Premier C; Reserve Cup,26,24,2112,2,4,1,0,0,false
8dnEnVGrKw,2025,Modbury Soccer Club,Sportal Sunday Premier B; Reserve Cup,18,16,1410,0,3,0,0,0,false
8dnEnVGrKw,2026,Modbury Soccer Club,Sportal Sunday Premier B; Sportal Sunday Premier C; Reserve Cup,12,11,802,1,3,1,0,0,false
8dnEnVGrKw,Winter 2023,Modbury Soccer Club,Reserve Cup; Sunday Division 2 Reserves; Sunday Division 2,19,18,1439,1,3,0,0,0,false
8dnEnX7VKw,2023,Cumberland United,U12 Carl's Junior Boys Cup; Under 12's JSL Green; Under 12 JSL B,19,15,1050,0,1,0,0,0,false
8dnEnX7VKw,2024,Cumberland United,Under 13 Trials - No Match Officials; Under 13 Trials; Under 13 JSL A; U13 Carl's Junior Boys Cup,27,17,1350,4,0,0,0,0,false
8dnEnX7VKw,2025,Cumberland United,Under 14 Trials; Nova Under 14's YSL A Mixed; U14 Carl's Jr. Youth State Cup; Nova Under 15's YSL A Mixed,28,21,1760,1,0,0,0,0,false
8dnEnX7VKw,2026,Adelaide Titans Football Club,U16 Carl's Jr. Youth Premier Cup; Nova Under 16's YPL C South Mixed; HPG Homes State League 2 South - Under 18's,28,23,2260,0,0,0,0,0,false
8dnEnjjeKw,2026,Ghan United,Federation Cup Reserves; HPG Homes State League 2 South - Reserves,5,5,499,0,2,0,0,0,false
8dnEzV00Kw,2026,Gleeson Football Club,Guardian Insurance Over 35's Red; Saturday Division Six,9,9,720,2,0,0,0,0,false
8dnR56eopd,2025,Eastern United,HPG Homes State League 2 South; Australia Cup SA Preliminary Rounds; HPG Homes State League 2 (Seniors) Final Series,22,20,1659,9,2,1,0,0,false
8dnR56eopd,2026,Eastern United,Hahn Australia Cup SA Preliminary Rounds; HPG Homes State League 1,11,8,949,3,3,0,0,0,false
8dnR57qe0d,2025,Ghan United,HPG Homes State League 2 North - Reserves; Federation Cup Reserves; HPG Homes State League 2 North; HPG Homes State League 2 (Reserves) Final Series,23,19,1587,0,4,1,0,0,false
8dnR57qe0d,2026,Ghan United,Federation Cup Reserves; Senior Men's Trials; HPG Homes State League 2 South - Reserves; HPG Homes State League 2 South,13,12,1441,0,5,1,0,0,false
8dnR5LExrd,2025,Adelaide Comets,Senior Men's Trials; RAA NPL; Australia Cup SA Preliminary Rounds; RAA NPL Reserves,19,9,926,0,5,0,0,0,false
8dnR5LExrd,2026,Adelaide Comets,Hahn Australia Cup SA Preliminary Rounds; RAA NPL,25,17,1410,2,4,0,0,0,false
8dnR5LQDVd,2023,WT Birkalla,Australia Cup SA Preliminary Rounds; State League 1,29,28,1296,3,5,0,0,0,false
8dnR5LQDVd,2024,WT Birkalla,Senior Men's Trial Matches; Australia Cup SA Preliminary Rounds; State League 1,27,23,2021,10,4,0,0,0,false
8dnR5LQDVd,2025,Playford City,Senior Men's Trials; RAA NPL; Australia Cup SA Preliminary Rounds,23,15,1366,2,4,1,0,0,false
8dnR5LQDVd,2026,Playford City; Adelaide Cobras,Hahn Australia Cup SA Preliminary Rounds; RAA NPL; RAA NPL Reserves; HPG Homes State League 1,13,7,945,0,0,0,0,0,false
8dnR5LQOod,2025,Playford City; NPLSA All Stars,Senior Men's Trials; RAA NPL; Australia Cup SA Preliminary Rounds; Men's,26,22,1955,11,3,1,0,0,false
8dnR5LQOod,2026,Playford City,RAA NPL; Hahn Australia Cup SA Preliminary Rounds,23,12,1206,2,1,0,0,0,false
8dnR5LQOrd,2025,Playford City,Senior Men's Trials; RAA NPL; Australia Cup SA Preliminary Rounds,24,24,2160,2,0,0,0,0,false
8dnR5LQOrd,2026,Playford City,Hahn Australia Cup SA Preliminary Rounds; RAA NPL,25,22,2036,4,1,0,0,0,false
8dnR5LgA4d,2025,Salisbury United,HPG Homes State League 1 Under 18's; Federation Cup U18's,22,14,1290,2,5,0,0,0,false
8dnR5LgA4d,2026,Salisbury United,HPG Homes State League 1 Under 18's; Federation Cup Reserves; HPG Homes State League 1 Reserves,22,15,1878,2,5,0,0,0,false
8dnR5LlG4d,2025,Campbelltown City,RAA NPL Reserves; Federation Cup Reserves,28,25,2254,3,3,0,0,0,false
8dnR5LlG4d,2026,Campbelltown City,RAA NPL Reserves; RAA NPL; Federation Cup Reserves,27,26,2525,11,5,0,0,0,false
8dnR5Rp7od,2023,Adelaide Victory; Gawler Eagles,Australia Cup SA Preliminary Rounds; State League 1; State League 1 Reserves; 23 Senior Men's Trial Matches,24,19,1963,1,3,1,0,0,false
8dnR5Rp7od,2024,,,0,0,0,0,0,0,0,0,false
8dnR5Rp7od,2025,Gawler Eagles,Senior Men's Trials; HPG Homes State League 2 North; Australia Cup SA Preliminary Rounds; HPG Homes State League 2 (Seniors) Final Series,27,24,2228,4,2,0,0,0,false
8dnR5Rp7od,2026,Gawler Eagles,Hahn Australia Cup SA Preliminary Rounds; Senior Men's Trials; HPG Homes State League 2 North,5,3,266,1,0,0,0,0,false
8dnR5W8Mvd,2025,Para Hills United Soccer Club,Trial Matches - Premier & Division 2; Sportal Sunday Premier A; Master Builders Born 2 Build Challenge Cup; Sportal Sunday Premier B; Reserve Cup,19,13,1163,0,0,0,0,0,false
8dnR5W8Mvd,2026,Greenacres United,Sunday Division Three; Master Builders Born to Build Challenge Cup,23,23,1994,1,0,0,0,0,false
8dnR5WjMvd,2025,Para Hills East,Nova Under 14's YSL C Mixed; U14 Carl's Jr. Youth State Cup,23,20,1680,44,0,0,0,0,false
8dnR5WjMvd,2026,Elizabeth Grove; Modbury Jets,Under 16 Trials; U16 Carl's Jr. Youth Premier Cup; Nova Under 16's YPL C North Mixed; HPG Homes State League 2 North - Under 18's; Under 16's YSL Mixed; Under 16 YSL Mixed Top Half,18,10,910,17,0,0,0,0,false
8dnR5g0Ppd,2025,Western Strikers,HPG Homes State League 2 South; Australia Cup SA Preliminary Rounds; HPG Homes State League 2 (Seniors) Final Series,24,23,2110,4,2,0,0,0,false
8dnR5g0Ppd,2026,Pontian Eagles,Hahn Australia Cup SA Preliminary Rounds; Senior Men's Trials; HPG Homes State League 2 North; HPG Homes State League 2 (Seniors) Finals Series,21,21,1855,3,2,1,0,0,false
8dnR5gM90d,2025,Elizabeth Downs Soccer Club,Australia Cup SA Preliminary Rounds,1,1,64,0,0,0,0,0,false
8dnR5gM90d,2026,Elizabeth Downs Soccer Club,Hahn Australia Cup SA Preliminary Rounds; HPG Homes State League 2 North - Reserves; HPG Homes State League 2 North; HPG Homes State League 2 (Seniors) Finals Series,22,21,1959,0,9,0,0,0,false
8dnR5goWVd,2025,F.C Summit,Saturday Division Three Reserves Blue; Saturday Division Eight,24,15,1323,2,0,0,0,0,false
8dnR5goWVd,2026,F.C Summit,Reserve Cup; Saturday Division Eight; Saturday Division Three Reserves Blue,22,17,1363,1,1,0,0,0,false
8dnR5kDv8d,2025,Pitbulls Football Club,Trial Matches - Premier & Division 2; Sportal Saturday Premier A; Sportal Saturday Premier B; Master Builders Born 2 Build Challenge Cup,20,19,1706,0,1,0,0,0,false
8dnR5kDv8d,2026,Pitbulls Football Club,Sportal Saturday Premier B; Sportal Saturday Premier A,4,4,360,0,0,0,0,0,false
8dnR5ozVpd,2025,Tea Tree Gully,Trial Matches - C Teams; Sunday Division Seven; Sportal Sunday Premier C; Sportal Sunday Premier B; Sportal Sunday Premier A; Reserve Cup; Sunday Division Eight; Premier C,45,24,720,0,0,0,0,11,true
8dnR5ozVpd,2026,Tea Tree Gully,HJ Templin Preseason Cup; HJ Templin Preseason Cup - Reserves; Trial Matches - Reserves; Trial Matches - Premier A & Division 2A; Sportal Sunday Premier B; Sportal Sunday Premier A; Sportal Sunday Premier C; Reserve Cup; Master Builders Born to Build Challenge Cup,48,23,1884,0,0,0,0,9,true
8dnR5poYVd,2025,Cove FC,Under 18's; HPG Homes State League 1 Under 18's; Federation Cup U18's; HPG Homes State League 1 Reserves,28,25,2347,1,4,0,0,0,false
8dnR5poYVd,2026,Noarlunga United,HPG Homes State League 2 South - Reserves; Federation Cup Reserves; HPG Homes State League 2 (Reserves) Final Series,18,9,1226,0,2,0,0,0,false
8dnR5poYod,2025,Cove FC,Reserves; HPG Homes State League 1 Reserves; Federation Cup Reserves,22,18,1564,3,5,1,0,0,false
8dnR5poYod,2026,Cove FC,Hahn Australia Cup SA Preliminary Rounds; HPG Homes State League 1; HPG Homes State League 1 Reserves; Senior Men's Trials,22,16,2096,7,6,1,0,0,false
8dnR5yr0pd,2025,South Adelaide,Under 15 Trials; Nova Under 15's YPL A Mixed; U15 Carl's Jr. Youth Premier Cup,24,22,2060,0,0,0,0,0,false
8dnR5yr0pd,2026,WT Birkalla,Under 16 Trials; Nova Under 16's YPL A Mixed; U16 Carl's Jr. Youth Premier Cup; RAA NPL Under 18's,21,16,1485,0,1,0,0,0,false
8dnR6e5XMd,2026,Adelaide Titans Football Club,HPG Homes State League 2 South - Reserves,0,0,0,0,0,0,0,0,false
8dnR7q09rd,2023,Salisbury United,Federation Cup U18's; State League 2 Under 18's; Federation Cup Reserves; State League 2 Reserves; State League 2,36,25,3318,12,3,0,0,0,false
8dnR7q09rd,2024,Salisbury United,Reserves Trial Matches; State League 1 Reserves; Federation Cup Reserves; State League 1,29,22,1672,4,0,0,0,0,false
8dnR7q09rd,2025,Salisbury United,Senior Men's Trials; Reserves; HPG Homes State League 1 Reserves; Federation Cup Reserves,29,29,2601,4,1,0,0,0,false
8dnR7q09rd,2026,Elizabeth Grove; Angle Vale,Hahn Australia Cup SA Preliminary Rounds; Senior Men's Trials; HPG Homes State League 2 North; HPG Homes State League 2 North - Reserves,20,18,1570,7,0,0,0,0,false
8dnR9GAxod,2024,Salisbury Villa Soccer Club,Master Builders SA Born to Build Challenge Cup; Saturday Division 3 B; Saturday Division 3 A; Reserve Cup,34,20,1868,0,0,0,0,0,false
8dnR9GAxod,2025,Salisbury Villa Soccer Club,Sportal Saturday Division Two; Master Builders Born 2 Build Challenge Cup; Reserve Cup,20,20,1800,0,0,0,0,0,true
8dnR9GAxod,2026,Salisbury Villa Soccer Club,Master Builders Born to Build Challenge Cup; Sportal Saturday Division Two,15,15,1293,0,1,1,0,0,true
8dnR9GAxod,Winter 2023,Salisbury Villa Soccer Club,Challenge Cup; Saturday Division 2 Reserves; Saturday Division 2; Reserve Cup; Sunday Division 7,40,20,1942,0,1,0,0,2,true
8dnR9VG58d,2025,Modbury Soccer Club,Sportal Sunday Premier B; Reserve Cup; Sportal Sunday Premier A; Master Builders Born 2 Build Challenge Cup,14,12,1018,2,1,0,0,0,false
8dnR9VG58d,2026,Modbury Soccer Club,Sportal Sunday Premier C; Sportal Sunday Premier B,9,9,543,3,1,0,0,0,false
8dnR9VoQod,2025,Salisbury Inter Soccer Club,Sportal Sunday Division Two,17,15,1391,5,3,0,0,0,false
8dnR9VoQod,2026,Salisbury Inter Soccer Club,Sportal Sunday Division Two,12,9,758,3,5,0,0,0,false
8dnR9YEZ8d,2023,Barossa United,Under 14's JSL B; U14 Carl's Junior Boys Cup,21,10,800,1,0,0,0,0,false
8dnR9YEZ8d,2024,Barossa United,Under 14 JSL C,15,12,960,6,1,0,0,0,false
8dnR9YEZ8d,2025,Barossa United,Nova Under 15's YSL C Mixed; U15 Carl's Jr. Youth State Cup,21,21,1995,1,1,0,0,0,true
8dnR9YEZ8d,2026,Barossa United,Federation Cup U18's; HPG Homes State League 2 North - Under 18's; HPG Homes State League 2 North - Reserves,21,19,1771,0,0,0,0,0,false
8dnR9aaDVd,2026,Plympton FC,Senior Men's Trials; HPG Homes State League 2 South,11,9,948,3,1,0,0,0,false
8dnR9bB5pd,2025,Salisbury Villa Soccer Club,Saturday Division Two Reserves; Reserve Cup; Sportal Saturday Division Two,17,5,471,0,0,0,0,0,false
8dnR9bB5pd,2026,Salisbury Villa Soccer Club,Master Builders Born to Build Challenge Cup; Saturday Division Two Reserves; Sportal Saturday Division Two,10,3,310,0,0,0,0,0,false
8dnR9v94pd,2025,Savoy Soccer Club,Sportal Sunday Premier C; Sportal Sunday Premier B; Reserve Cup,13,6,311,3,0,0,0,0,false
8dnR9v94pd,2026,Savoy Soccer Club,Sportal Sunday Premier B; Sportal Sunday Premier C; C Team Cup,15,11,386,0,0,0,0,0,false
8dnR9z6wVd,2025,Seaford Rangers,Sunday Division Seven; Sunday Division Three Reserves; Sunday Division Three,19,12,1023,2,0,0,0,0,false
8dnR9z6wVd,2026,Seaford Rangers,Trial Matches - Premier A & Division 2A; Master Builders Born to Build Challenge Cup; Sunday Division Two Reserves; Sportal Sunday Division Two,24,19,1599,15,1,0,0,0,false
8dnRL8QXed,2026,Northern Demons,Federation Cup U18's; HPG Homes State League 2 North - Under 18's; HPG Homes State League 2 North - Reserves,23,19,1822,2,0,0,0,0,false
8dnRrD8zMd,2026,Salisbury Sharks United,C Team Cup; Saturday Division Six; Saturday Division Two Reserves; Reserve Cup,5,3,240,0,0,0,0,0,true
8dnRrLZ1ed,2026,WT Birkalla,RAA NPL Reserves; Federation Cup Reserves; RAA NPL; Hahn Australia Cup SA Preliminary Rounds,25,19,2063,5,2,0,0,0,false
8dnRrM8Xvd,2026,West Adelaide,RAA NPL Reserves; Federation Cup Reserves,12,9,1066,2,2,0,0,0,false
8dnRrMPp8d,2026,Para Hills Knights; Modbury Vista,RAA NPL; RAA NPL Reserves; Hahn Australia Cup SA Preliminary Rounds; HPG Homes State League 2 North; HPG Homes State League 2 (Seniors) Finals Series,20,10,1054,4,4,0,0,0,false
8dnRrMappd,2026,West Adelaide,Senior Men's Trials; RAA NPL; Hahn Australia Cup SA Preliminary Rounds,25,22,1892,3,4,0,0,0,false
8dnRrMxArd,2024,FK Beograd,U18 Trial Matches; Reserves Trial Matches; RAA NPL Under 18's; Federation Cup U18's; Federation Cup Reserves,32,17,1080,0,0,0,0,0,false
8dnRrMxArd,2025,Adelaide Atletico VSC,Reserves; HPG Homes State League 2 North - Reserves; Federation Cup Reserves; HPG Homes State League 2 (Reserves) Final Series,21,3,718,5,0,0,0,0,false
8dnRrMxArd,2026,Mount Barker United,HPG Homes State League 2 South - Reserves,7,0,292,1,0,0,0,0,false
8dnRrQ5LMd,2024,Northern Demons,State League 2 Under 18's; Under 15 JPL C,6,6,540,0,0,0,0,0,true
8dnRrQ5LMd,2025,WT Birkalla; Cumberland United,Under 15 Trials; Nova Under 15's YSL A Mixed; Nova Under 16's YSL A Mixed; Nova Under 15's YPL A Mixed; Nova Under 16's YPL A Mixed,23,22,2170,0,1,0,0,1,true
8dnRrQ5LMd,2026,Cumberland United,Nova Under 16's YPL A Mixed; Under 18's; U16 Carl's Jr. Youth Premier Cup; HPG Homes State League 1 Under 18's,27,25,2370,0,1,1,0,5,true
8dnRrQ5z4d,2026,Adelaide Cobras,HPG Homes State League 1 Reserves; Federation Cup Reserves,20,20,2251,0,2,1,0,0,false
8dnRrQE80d,2026,Gawler Eagles,Federation Cup U18's; Under 18's; HPG Homes State League 2 North - Under 18's; Federation Cup Reserves; HPG Homes State League 2 North - Reserves,24,19,1807,1,0,0,0,0,false
8dnRrQwXed,2026,Port Adelaide,Under 18's; Nova Under 15's YPL B Mixed; Nova Under 16's YPL B Mixed; HPG Homes State League 2 North - Under 18's,38,32,3030,4,0,0,0,0,false
8dnRrRJMvd,2023,MetroStars,Under 12's JPL Blue; Under 12's JSL Red; U12 Carl's Junior Boys Cup; Under 12 JPL A; Under 14's JSL A; Under 13's JPL A,28,27,2010,2,0,0,0,5,true
8dnRrRJMvd,2024,MetroStars,Under 14 Trials; Under 14 JPL A; Under 13 JPL A; Under 14 JSL A; Under 13 JSL A,12,9,800,0,0,0,0,2,true
8dnRrRJMvd,2025,Football SA State Squads,Under 14 Trials; Nova Under 15's YPL A Mixed; Nova Under 16's YPL A Mixed; U15 Carl's Jr. Youth Premier Cup; U16 Carl's Jr. Youth Premier Cup; Nova Under 14's YPL A Mixed; RAA NPL Under 18's,44,22,2040,0,0,1,0,4,true
8dnRrRJMvd,2026,Football SA State Squads; Adelaide United,Under 18's; Under 15 Trials; Under 16 Trials; RAA NPL Under 18's; Nova Under 16's YPL A Mixed; U16 Carl's Jr. Youth Premier Cup; U15 Carl's Jr. Youth Premier Cup; Federation Cup U18's; RAA NPL Reserves; Nova Under 15's YPL A Mixed; Federation Cup Reserves; RAA NPL,45,15,1490,0,0,0,0,1,true
8dnRrRJYyd,2026,Football SA State Squads,Under 15 Trials; Under 16 Trials; Nova Under 16's YPL A Mixed; RAA NPL Under 18's; U15 Carl's Jr. Youth Premier Cup; Under 18's,35,20,2025,8,0,0,0,0,false
8dnRrWOL8d,2026,Adelaide United,RAA NPL Reserves; RAA NPL; Federation Cup Reserves,25,15,1437,3,5,0,0,0,false
8dnRrWOQod,2026,Elizabeth Downs Soccer Club,Senior Men's Trials; Federation Cup Reserves; HPG Homes State League 2 North - Reserves; HPG Homes State League 2 North; HPG Homes State League 2 (Seniors) Finals Series,19,12,1050,4,6,1,0,0,false
8dnRrWVXpd,2026,Pontian Eagles,HPG Homes State League 2 North - Under 18's; Nova Under 16's YPL C North Mixed,22,12,1105,1,3,1,0,0,false
8dnRranJMd,2026,Adelaide Olympic,HPG Homes State League 1 Reserves; HPG Homes State League 1 Under 18's; Federation Cup Reserves; HPG Homes State League 1,23,20,2341,0,3,0,0,0,false
8dnRranerd,2026,Adelaide Olympic,HPG Homes State League 1 Under 18's; Federation Cup U18's,17,17,2040,4,1,0,0,0,false
8dnRrgL9yd,2023,Adelaide Victory,Australia Cup SA Preliminary Rounds; State League 1; 23 Senior Men's Trial Matches,22,20,698,11,5,0,0,0,false
8dnRrgL9yd,2024,Adelaide Victory; Adelaide Cobras,Senior Men's Trial Matches; State League 1; Australia Cup SA Preliminary Rounds; Senior Men's Trials,18,8,813,3,2,0,0,0,false
8dnRrgL9yd,2025,Adelaide Olympic,Australia Cup SA Preliminary Rounds; HPG Homes State League 1,2,0,65,1,0,0,0,0,false
8dnRrgL9yd,2026,Western Strikers,Hahn Australia Cup SA Preliminary Rounds; HPG Homes State League 2 South; HPG Homes State League 2 (Seniors) Finals Series,22,22,1878,17,6,1,0,0,false
8dnRrgeG0d,2023,Western Strikers,Under 15's JPL B; State League 2 Under 18's; U15 Carl's Junior Boys Cup; U15 JPL B - Top Half,19,11,990,2,0,0,0,0,false
8dnRrgeG0d,2024,Western Strikers,Under 16 JPL B; U16 Carl's Junior Boys Cup,26,25,2220,2,0,0,0,0,true
8dnRrgeG0d,2025,Western Strikers,Under 18's; Federation Cup U18's; HPG Homes State League 2 South - Under 18's; HPG Homes State League 2 South - Reserves,18,13,1204,4,0,1,0,0,false
8dnRrgeG0d,2026,Western Strikers,Federation Cup U18's,0,0,0,0,0,0,0,0,false
8dnRrlvPvd,2026,Salisbury Inter,Under 17's B Mixed; U17 Carl's Jr. Youth Premier Cup; HPG Homes State League 2 North - Under 18's,23,23,2180,0,0,0,0,1,true
8dnRrpA8vd,2023,South Adelaide; Mount Barker United,Under 17's JPL B; U17 Carl's Junior Boys Cup; U18 Trial Matches,19,18,1510,6,0,0,0,0,false
8dnRrpA8vd,2024,Mount Barker United,U18 Trial Matches; Federation Cup U18's; Federation Cup Reserves; State League 2 Under 18's; State League 2 Reserves; State League 2,31,22,1980,4,2,0,0,0,false
8dnRrpA8vd,2025,Mount Barker United,Reserves; HPG Homes State League 2 South - Reserves; Federation Cup Reserves; HPG Homes State League 2 (Reserves) Final Series,22,10,1084,3,0,0,0,0,false
8dnRrpA8vd,2026,Mount Barker United,Federation Cup Reserves; Reserves; HPG Homes State League 2 South - Reserves,23,18,2265,4,2,0,0,0,false
8dnRrrnXpd,2024,FK Beograd,Under 14 Trials; Under 15 Trials; Under 15 JPL B; U15 Carl's Junior Boys Cup; Under 15 JSL A,21,15,1350,1,0,0,0,0,false
8dnRrrnXpd,2025,Port Adelaide,Nova Under 16's YPL B Mixed; U16 Carl's Jr. Youth Premier Cup,17,16,1505,1,3,1,0,0,false
8dnRrrnXpd,2026,Adelaide Cobras,HPG Homes State League 1 Under 18's; HPG Homes State League 1 Reserves; Federation Cup U18's; Federation Cup Reserves,25,9,1209,0,1,0,0,0,false
8dnRrvqG0d,2026,Adelaide Comets,Reserves; RAA NPL Reserves; Federation Cup Reserves,25,19,2083,20,3,0,0,0,false
8dnRy53B4d,2025,Adelaide Blue Eagles Amateurs,Saturday Division Six; Saturday Division Two Reserves; Reserve Cup; Sportal Saturday Division Two,17,12,1059,0,0,0,0,0,false
8dnRy53B4d,2026,Adelaide Blue Eagles Amateurs,Saturday Division Three Reserves Blue; Saturday Division Three Blue,18,11,1168,9,0,0,0,0,false
8dnRy5W8vd,2025,Strathalbyn Strikers FC,Saturday Division Eight; Saturday Division Three Reserves Blue; Saturday Division Three Blue,19,14,1215,1,0,0,0,0,false
8dnRy5W8vd,2026,Strathalbyn Strikers FC,Trial Matches - Division 3 & 4; Master Builders Born to Build Challenge Cup; Saturday Division Three Blue; Saturday Division Eight; Saturday Division Three Reserves Blue,21,14,1233,0,0,0,0,0,false
8dnRy65Ded,2025,Tea Tree Gully,Sunday Division Eight,16,11,880,0,0,0,0,0,false
8dnRy65Ded,2026,Tea Tree Gully,Sunday Division Seven,8,2,160,0,0,0,0,0,false
8dnRylGqpd,2025,Munno Para,Sunday Division Seven,6,1,80,0,0,0,0,0,false
8dnRylGqpd,2026,Munno Para,Sunday Division Six; Sunday Division Two Reserves,7,1,125,0,1,0,0,0,false
